Street_ID,lat,lon
146-,761767.3747,955309.0165
635-,762524.6133,2955284.138
102-,761947.1247,2955257.673
604-,761392.9975,954900.871
635-,762152.266,2954802.641
755-,762877.1077,2954578.566
1-,751840.2249,2962058.369
1-,751441.919,2963129.683
386-,751537.2911,2963199.713
2-,757426.2892,2961970.616
2-,757321.4892,2962000.866
345-,757181.8087,2961978.222
345-,757249.4447,962183.8846
9-,760765.0949,956942.2396
568-,760663.4127,2956963.102
568-,760614.3252,2957078.03
568-,760637.4554,2957202.286
248-,760848.8106,2957065.388
9-,760821.7152,2956892.742
9-,760883.761,2956838.922
9-,760959.3468,2956773.483
550-,761072.3144,2956816.888
550-,761027.7328,2956719.202
9-,761075.1983,2956681.984
9-,761223.3741,2956563.605
9-,761332.9412,2956487.001
406-,761323.3572,956645.2116
457-,761454.6627,2956372.04
9-,761613.5617,2956284.55
9-,761778.8314,2956160.875
538-,761872.2931,2956085.425
9-,761982.972,2956006.884
9-,762045.6727,2955995.844
9-,762101.4971,2955915.454
9-,762159.4107,2955871.655
9-,762254.4278,2955798.9
102-,762320.1702,2955742.192
9-,762423.4301,2955706.691
102-,762380.4935,955820.6736
102-,762274.7739,2955684.051
102-,762196.7114,2955582.702
753-,762491.099,2955605.299
9-,762587.959,2955581.751
9-,762695.9765,2955499.13
9-,762768.1335,2955443.777
9-,762832.4237,2955394.695
635-,762609.3077,2955394.741
316-,762757.2425,2955282.665
11-,754289.511,2965878.783
195-,754107.7063,2965991.151
195-,754065.4268,2965920.336
261-,754271.78370893 2,66055.30896
261-,754363.4134,2965998.672
261-,754434.1909,2965936.229
11-,754250.25127168 2,65812.74514
11-,754207.7556,2965741.651
16-,763704.487,960277.4002
15-,763774.332,2960138.453
20-,755221.8678,2964698.327
20-,755105.2194,2964511.556
20-,755067.8946,2964427.884
386-,755052.252,2964289.637
386-,754919.3421,964312.1586
689-,754886.0364,2964365.451
20-,755038.8839,2964175.478
20-,755035.442,2964100.155
20-,755027.5158,2963910.997
20-,755033.1542,2963816.875
772-,754928.0875,2963786.619
772-,754850.8642,2963775.335
20-,755044.2746,2963749.389
20-,755071.3415,2963622.541
20-,755109.6971,2963432.201
356-,754925.7352,2963377.861
356-,755370.9636,2963448.71
356-,755513.1218,2963438.282
23-,758358.8313,966008.4094
23-,758227.4694,2966016.091
23-,758112.0595,2965980.31
702-,758166.3123,966169.0637
23-,758594.4056,2966045.493
32-,760058.3227,2960123.376
38-,758080.242,2964608.18
38-,758016.1243,2964708.421
38-,758132.3656,2964526.544
38-,758211.4418,2964399.409
45-,762096.1499,2962412.06
43-,761996.66,2962488.89
43-,761976.7201,962386.9899
419-,762134.3001,2962479.6
376-,762220.779,2962468.056
48-,760332.3799,2959966.68
48-,760319.3399,2959854.84
308-,760199.0041,2959864.832
48-,760341.4199,2960051.28
51-,753339.5389,2966309.054
51-,753441.6807,2966332.821
51-,753194.5011,2966271.839
51-,753280.3083,2966294.898
503-,753131.1643,966334.9577
503-,753146.7974,2966424.202
51-,753577.9639,2966364.277
51-,753659.4158,2966382.502
71-,753682.3777,2966325.605
71-,753630.511,2966239.309
71-,753574.5512,2966145.069
62-,754993.9148,967556.8516
62-,755019.6605,2967425.469
62-,755023.3363,2967322.8
62-,755270.7545,2967494.963
632-,755398.645,2967568.644
81-,755407.3238,2967468.419
632-,755408.1489,2967351.677
62-,755116.7955,967278.3
62-,755196.6004,2967259.672
62-,755322.7974,2967231.822
632-,755412.2939,2967231.086
632-,755417.6915,2967111.939
632-,755394.6663,2967660.024
81-,755502.3439,2967421.278
81-,755637.3945,967389.8312
62-,755119.5314,2967528.342
61-,769019.2637,2959107.056
61-,769124.9486,2959090.608
61-,768922.3072,2959124.406
61-,768820.9013,2959142.2
61-,768705.472,2959160.713
262-,768596.7183,2959282.207
667-,769213.5452,2959080.56
667-,769241.2961,2959141.022
667-,769195.8595,2958922.717
667-,769159.9167,2958835.669
667-,769082.6885,2958650.675
606-,770083.9083,2958674.481
625-,769737.5264,2958738.786
61-,769874.5297,2958927.54
625-,769789.8718,2959045.206
61-,769983.1608,2958909.34
61-,770093.547,2958890.789
61-,770182.0485,2958876.74
63-,757829.211,2962739.134
63-,757879.5652,2962776.925
293-,757978.7412,2962837.053
63-,757720.4674,2962796.189
63-,757670.273,2962851.581
63-,757310.1398,2963145.95
63-,757394.95,2963084.48
63-,757500.5601,963007.6799
78-,748310.6388,2966099.821
78-,748472.8088,2966140.09
78-,748591.6655,2966261.812
78-,748146.8478,2966066.507
78-,748063.6262,966050.9573
753-,762415.6211,2955508.758
753-,762360.0159,2955438.177
457-,761309.9258,2956193.542
457-,761269.1975,2956082.014
568-,761360.0904,2956087.902
568-,761171.9763,956237.6921
95-,755265.0357,2963137.093
95-,755354.2865,963153.6179
95-,755431.6479,2963167.658
20-,755140.4296,2963116.33
20-,755154.7554,2963044.133
20-,755149.404,963238.1351
20-,755102.6128,2963298.026
356-,755056.749,2963404.807
356-,754797.4703,2963353.292
20-,755089.7099,2963528.967
767-,754735.1666,2963853.016
660-,760886.47,962389.5299
660-,760865.9201,2962268.45
392-,760995.3999,2962219.45
391-,761317.2001,2962398.01
391-,761299.1899,962309.28
490-,760178.3086,2960332.3
32-,760139.9288,2960296.524
32-,760106.4125,960225.8912
32-,760011.2135,2960012.684
33-,760178.0035,2960083.323
48-,760258.6129,2958493.053
48-,760275.5909,2958567.534
5-,760143.6785,2958562.373
5-,760060.3893,2958567.35
231-,760395.8922,2958418.483
231-,760451.7198,2958620.199
568-,760602.5824,2958573.76
618-,760475.1512,2958332.06
568-,760553.6563,2958333.053
568-,760550.6845,958467.626
314-,760639.5498,2958484.148
48-,760294.251,2958697.683
568-,760583.5719,2958687.24
459-,760716.6097,2958791.897
568-,760615.296,958809.7086
83-,756890.058,2964005.202
83-,756962.0752,2964104.321
83-,756839.0584,2963935.46
170-,756701.5548,963921.7358
170-,756848.3452,2963860.766
83-,757147.8862,2964237.881
83-,757059.3582,2964180.789
101-,754939.7735,2970575.966
101-,754939.4234,2970657.169
101-,754937.806,2970775.781
101-,754957.9625,2970886.46
471-,755095.5508,2970933.527
34-,763420.3363,957336.8336
34-,763350.9391,2957392.574
715-,763255.8487,2957084.228
449-,763107.9606,2956895.29
449-,763037.9479,2956950.897
102-,763210.7087,2956884.194
102-,763145.5343,2956802.906
102-,763024.4142,2956645.822
102-,762972.0061,956580.572
686-,762822.1557,2956445.91
102-,762827.1009,2956395.21
102-,762772.7241,2956326.369
102-,762674.7361,956198.4652
102-,762617.4524,2956122.709
102-,762551.3452,2956044.629
102-,762490.6413,2955961.128
320-,762384.0103,2956041.945
104-,756470.0966,2962399.408
104-,756436.6662,2962296.347
623-,761719.5798,2963671.01
363-,761685.1199,2963570.2
105-,761592.3599,2963614.24
105-,761502.41,2963616.94
106-,756142.7275,2963816.054
106-,756123.5989,2963720.437
350-,756273.5353,2963791.644
106-,756162.0854,2963908.477
106-,756184.0233,2964005.23
106-,756287.467,2964065.114
106-,756354.6194,2964095.002
106-,756108.5655,2963646.931
106-,756144.1537,2963528.564
535-,756300.9106,2963524.759
106-,756203.7421,2963473.793
106-,756240.7187,2963390.683
107-,756428.0202,2963375.792
106-,756318.611,2963218.167
182-,756343.7664,2963090.494
182-,756469.4132,2963146.588
182-,756554.812,2963186.422
108-,757605.0057,2966728.941
108-,757631.9394,2966638.956
114-,757779.3961,2966587.676
129-,755973.2685,966468.5493
129-,756076.7046,2966518.965
129-,755872.9724,2966423.22
129-,755766.7578,2966368.541
632-,755690.5634,2966336.09
632-,755733.0141,2966253.494
314-,761166.4514,2958380.477
314-,761059.4348,2958399.131
459-,761114.5256,2958490.857
314-,761260.1615,2958391.165
314-,760975.0016,2958415.137
314-,760881.3246,2958434.495
18-,763865.1507,2961421.581
647-,764104.5728,2961512.763
519-,764349.2613,2961511.685
567-,764714.9019,2961306.366
567-,764706.8153,2961210.581
672-,765075.7726,2961357.701
672-,765009.1002,2961240.388
510-,765318.1189,2961331.941
230-,765564.6814,2961316.264
717-,765732.9301,2961248.971
717-,765776.9464,2961323.568
737-,766060.3451,2961019.643
123-,755888.1637,2969668.416
123-,755883.8878,2969876.415
21-,755952.2489,2969803.675
21-,756001.1283,2969843.615
730-,755675.9069,2969785.369
730-,755678.6693,2969717.932
730-,755709.7871,2969648.429
123-,755889.8973,2969573.406
219-,755638.8702,2969480.707
219-,755749.4002,2969483.883
123-,755893.4133,2969431.537
219-,755970.6606,2969548.357
219-,756035.7513,2969601.609
475-,755776.1012,2969254.202
123-,755899.2995,2969198.81
514-,755995.7855,2969159.813
514-,756073.3205,2969223.429
514-,756176.4912,2969309.05
123-,755896.8743,2969319.421
123-,755901.6023,2969081.094
123-,755904.0774,2968948.551
583-,756186.6854,2968888.708
583-,755960.7475,2968703.043
123-,755875.6132,2968671.289
587-,755940.3752,968612.1749
583-,756025.8202,2968756.008
583-,756109.4011,2968824.291
123-,755906.6679,2968798.69
170-,754272.6141,965578.5077
149-,754412.1361,2965615.914
149-,754456.3516,2965690.279
149-,754500.7144,2965764.801
261-,754575.3589,2965880.411
261-,754663.781,2965845.374
261-,754737.2592,2965816.611
170-,754394.1211,2965463.018
149-,754317.4345,2965401.189
149-,754265.6197,2965314.365
11-,754049.2005,2965399.512
11-,754113.4602,2965507.42
255-,754484.5937,2965285.569
170-,754530.5079,2965425.539
11-,753931.2565,965204.6532
11-,753873.7881,2965107.939
149-,754109.1443,2965051.33
149-,754157.5727,2965135.281
149-,754208.7999,2965220.282
255-,754333.3239,2965030.35
689-,754035.1188,2964948.585
149-,754018.4574,2964864.662
149-,754001.2255,2964760.256
790-,753737.482,2964786.107
159-,754948.8824,2969591.79
159-,754944.1465,2969741.654
219-,754845.8462,2969453.184
219-,755032.9534,969460.6447
219-,755108.3831,2969462.806
219-,754951.1016,2969458.693
159-,754960.9684,2969222.194
159-,754963.9447,2969139.302
159-,754968.5595,2969002.019
159-,754971.1921,2968889.674
159-,754955.1121,2969348.04
159-,754939.5747,2969864.318
159-,754938.3086,2969941.633
159-,754934.9077,2970004.601
340-,754928.7729,2970047.74
161-,761591.98,2960739.34
196-,761792.85,2960641.33
196-,761834.43,960727.7599
162-,754395.8583,2969379.534
162-,754392.6286,2969465.552
162-,754390.9892,2969517.932
219-,754428.3707,2969440.463
219-,754509.8705,2969442.328
219-,754592.7575,2969445.327
162-,754398.8819,2969273.99
162-,754402.4931,2969170.28
162-,754405.6184,969071.2147
164-,757579.5314,2967799.786
164-,757497.9846,2967696.51
164-,757367.725,2967529.613
477-,757373.2982,967420.7029
164-,757202.2733,2967320.255
338-,764629.8604,2959121.966
338-,764728.5666,2959043.368
338-,764869.5053,2959026.311
338-,764974.6691,2958944.496
99-,764945.7732,2959328.075
99-,765090.3621,2959305.147
166-,765049.7428,2959470.675
166-,765086.5035,2959563.389
466-,765032.1008,2959788.892
466-,765142.7836,2959692.157
680-,765412.3159,2959710.499
166-,765150.6786,2959799.83
166-,765190.315,2959895.678
324-,765222.7687,2960191.859
324-,765378.8701,2960020.86
680-,765511.3081,960012.5717
166-,765333.526,2960239.048
166-,765371.1913,2960329.734
230-,765169.9719,2960409.591
166-,765456.0917,2960446.207
680-,765648.8581,960337.033
166-,765496.9791,2960544.995
437-,765610.6925,2960571.005
437-,765411.1765,2960656.885
230-,765301.2459,2960701.949
230-,765258.1823,2960609.125
166-,765538.7953,2960644.035
166-,765581.6568,2960746.884
166-,765635.3004,2960877.189
230-,765402.0288,2960931.111
166-,765679.4915,960984.4215
166-,765718.9071,2961076.048
166-,764499.8299,2958240.662
166-,764546.7238,2958352.523
35-,764429.3595,2958255.423
264-,764294.9822,2958412.406
709-,764340.5756,2958527.32
709-,764485.3709,2958469.182
709-,764628.0638,2958436.877
709-,764741.8071,2958405.093
709-,764946.9421,958347.0947
709-,764424.0505,2958494.321
709-,764259.8503,2958560.473
709-,764168.83379668 2,58597.14179
172-,753200.2051,2959877.197
172-,753265.1177,2960029.773
172-,753357.9591,2960361.88
172-,753451.6666,2961318.157
172-,753461.346,2961428.629
172-,753467.9175,2961520.237
172-,753478.8863,2961640.066
172-,753484.4205,2961749.466
152-,749607.8117,2962630.251
183-,757981.7094,967326.0889
183-,758029.9589,2967401.188
193-,757779.7403,967367.5363
196-,761464.25,2959974.09
196-,761413.07,2959868.59
471-,761327.8001,2959830.54
196-,761514.3201,2960069.97
125-,761597.5499,2960034.6
196-,761571.3301,2960187.34
196-,761631.12,2960307.43
338-,761669.2699,2960368.84
196-,761738.1999,2960531.2
196-,761875.8699,2960811.81
99-,761896.19,2960932.76
196-,761968.4999,2960995.05
196-,762011.51,2961079.94
196-,762053.2101,2961157.73
196-,762107.77,2961260.88
196-,762159.6502,2961359.59
196-,762220.65,2961475.18
196-,762265.31,2961559.86
196-,762312.2201,2961648.97
113-,762388.2258,2961722.145
113-,762310.12,2961783.17
113-,762170.47,2961758.44
615-,759190.6676,2967565.217
200-,759233.2095,967463.4141
200-,759297.565,2967511.015
200-,759117.2173,2967377.057
523-,759054.3686,2967453.431
200-,759040.888,2967318.631
200-,758932.2852,2967237.46
471-,758777.8954,2967272.451
471-,758719.073,2967226.941
471-,758779.5024,2967147.597
204-,767825.3248,2957149.657
203-,767759.4391,2957185.358
120-,768010.835,2957044.85
205-,762921.42,956776.7199
205-,762801.6731,956872.3621
210-,756454.7849,2961896.072
731-,756596.43,2961888.448
731-,756604.219,2962011.144
643-,756014.6647,2961958.047
643-,756007.0486,2961852.879
471-,756269.0402,2969729.942
471-,756352.8583,2969746.083
471-,756330.2914,2969657.138
219-,756216.5593,2969712.843
219-,756122.0966,2969674.404
219-,755857.43933025 2,69487.27913
227-,761095.7901,2959992.9
471-,761031.05,2959923.6
471-,761140.1601,2959920.58
227-,761127.3501,2960057.01
227-,761228.5001,2960261.68
227-,761283.5699,2960371.59
338-,761238.3301,960522.9099
338-,761371.1599,2960514.18
338-,761456.6801,2960445.63
338-,761561.4299,2960446.63
227-,761363.8801,2960598.28
227-,761456.81,2960791.84
227-,761552.9401,960986.3099
99-,761633.7099,2961071.96
99-,761558.5001,961164.1301
227-,761704.1399,2961283.32
227-,761756.3399,2961381.9
227-,761859.4099,2961576.71
227-,761792.04,2961451.23
113-,762075.8199,2961823.27
227-,761935.4501,2961725.04
227-,761905.4499,961667.5599
227-,761656.6302,2961191.71
227-,761500.7801,960883.2599
227-,761426.96,2960667.42
227-,761313.6699,2960434.08
113-,762626.91,2961680.57
228-,762591.6611,2961652.04
228-,762551.5201,2961586.53
228-,762507.8801,2961519.98
313-,762512.32,2961409.41
313-,762595.5299,2961359.81
228-,762418.1401,2961365.1
228-,762374.34,961290.68
229-,762493.39,2961216.14
228-,762313.9999,2961193.3
228-,762181.1701,2960974.83
230-,764734.6325,2959388.27
230-,764715.8612,2959345.83
230-,764798.722,2959541.837
230-,764846.1376,2959651.951
230-,764982.0225,2959965.449
510-,764749.0101,2960117.269
510-,764776.1567,2960178.894
510-,764689.8354,2959977.707
230-,765024.6034,2960070.305
230-,765071.8074,2960179.042
324-,765073.5197,2960355.367
324-,764918.2555,2960525.366
510-,764971.2105,2960548.797
230-,765218.1739,2960519.065
230-,765430.5298,960996.5773
230-,765464.2574,2961073.285
230-,765498.6376,2961151.72
230-,765664.5181,2961605.229
717-,765700.3147,2961477.796
717-,765729.771,2961360.446
510-,765448.7538,961623.5075
510-,765406.9586,2961530.369
510-,765363.2635,2961433.221
166-,765863.836,2961424.863
166-,765912.5032,2961537.777
166-,765948.2951,2961627.461
240-,763177.2748,2955675.234
240-,763054.9856,2955773.729
635-,762961.8575,2955845.546
240-,762759.581,2956008.897
240-,762854.8879,2955932.9
240-,762513.3332,2956208.507
240-,762433.915,2956273.352
240-,762284.5324,2956392.211
240-,762362.7475,2956330.167
538-,762203.6848,2956454.965
