Street_ID,lat,lon
240-,762155.38408342 2,56534.38017
234-,762985.9884,2956464.546
234-,763081.8353,2956389.472
234-,763174.0602,2956315.878
635-,763363.7973,2956289.168
234-,763273.2411,2956237.965
635-,763155.5337,2956058.299
241-,763820.4444,958897.883
241-,763872.0978,2958996.877
241-,763759.2736,958780.0702
29-,763860.0122,2958728.96
241-,763703.3994,2958675.227
36-,763558.3619,2958679.878
241-,763961.2125,959165.9937
241-,764014.5027,2959264.794
338-,764068.1237,2959338.489
338-,764179.3459,2959326.612
244-,759310.624,2963677.831
244-,759423.1894,2963671.198
244-,759557.7695,2963664.918
244-,759674.16,2963657.481
244-,759190.0724,2963686.175
244-,759072.2308,2963692.639
471-,758821.831,2963755.548
142-,758759.7997,2963701.846
471-,758801.647,2963648.436
471-,758889.8509,963643.593
471-,758898.3476,2963752.35
249-,756017.5699,2970406.066
249-,756092.3952,2970343.983
118-,756104.9871,2970563.34
118-,756047.6529,2970494.714
117-,756372.7969,2970431.767
246-,757072.204,2967917.864
246-,757068.4717,2967791.988
246-,757075.2879,2968037.873
246-,757078.7607,2968160.326
271-,751642.3733,2968428.289
271-,751393.1878,2968450.05
271-,751732.5286,2968335.737
271-,751187.9713,2968483.954
271-,750968.3303,2968519.546
271-,750725.9014,2968558.168
640-,750586.2537,2968580.935
640-,750568.6156,2968477.958
640-,750604.275,2968684.727
640-,750621.6663,2968789.847
640-,750638.3566,2968893.81
501-,750540.907,2968922.914
640-,750551.756,2968368.25
640-,750531.9657,2968260.887
812-,750584.378,2968168.614
640-,750493.2719,2968038.472
640-,750474.5807,2967922.979
640-,750457.6883,2967802.498
640-,750500.5849,2967554.723
640-,750512.4802,2967461.71
812-,750701.9995,2968149.802
812-,750820.3966,2968130.907
812-,750933.6742,2968114.871
812-,751173.8431,2968074.535
812-,751055.7147,2968092.797
796-,751303.5429,2968081.639
796-,751315.4724,2967886.14
796-,751325.517,2967636.655
796-,751245.6556,2967330.984
796-,751228.608,2967268.643
349-,754870.6067,2965770.386
255-,754986.3029,2965715.711
255-,754831.3932,2965693.706
255-,754751.9222,2965647.93
174-,754885.5079,2965506.077
255-,754700.8176,2965567.943
255-,754647.9021,2965489.577
255-,754607.3972,2965422.494
170-,754794.6039,2965269.514
255-,754433.6295,2965199.403
620-,754509.6274,2965149.045
620-,754589.3339,2965101.864
310-,754507.0185,2965034.647
255-,754382.479,2965112.881
255-,754275.6974,2964930.866
689-,754142.9565,2964923.655
689-,754240.0311,2964880.483
255-,754273.2447,2964818.021
689-,754336.6031,2964821.897
310-,754486.277,2964837.419
689-,754429.0032,2964767.335
255-,754252.6696,964697.7169
310-,754454.1895,2964709.29
310-,754439.9993,2964624.756
255-,754233.8428,2964582.364
310-,754425.3159,2964535.875
310-,754412.2933,964450.7423
310-,754398.0361,2964358.167
255-,754217.5131,2964479.555
255-,754195.025,2964340.686
255-,754182.2111,964251.6945
386-,754037.3875,2964200.704
386-,754290.6062,2964228.259
310-,754383.999,2964272.561
255-,754138.0665,2963979.958
255-,754119.1019,2963864.778
255-,754101.4592,2963756.241
255-,754088.8996,2963680.349
318-,753933.0406,2963703.895
255-,754069.5774,2963561.631
255-,754044.1441,2963407.818
255-,754031.5237,2963259.547
581-,754205.8708,2963274.149
255-,754013.2914,2963156.977
255-,754043.857,2963019.853
255-,754102.8438,2962758.041
255-,754131.1426,2962632.21
92-,754233.0554,2962589.588
92-,754356.007,962571.9137
92-,754129.1387,2962516.866
92-,754456.7223,2962639.774
645-,768760.0559,2959914.255
645-,768862.8595,2959896.068
645-,768908.5149,2959852.508
668-,768816.5673,2960156.964
668-,768911.4903,2960140.862
262-,768730.6183,960285.496
526-,768608.8823,2960411.497
526-,768741.3109,2960425.284
526-,768850.9501,2960371.23
526-,768966.2127,2960352.072
262-,768771.339,2960526.983
262-,768784.1776,2960603.29
262-,768804.1976,2960725.4
262-,768819.9239,2960815.235
304-,768723.0274,2960954.401
262-,768858.6128,2961039.167
304-,768959.028,2960914.95
304-,769059.3732,2960898.516
262-,768646.3547,2959563.232
262-,768681.105,2959778.241
267-,760483.2562,2956004.923
267-,760494.3848,2955965.723
267-,760586.1625,2955891.853
267-,760661.64,2955868.108
267-,760763.7707,2955786.87
303-,760692.7883,2955712.653
457-,760972.4229,2955718.914
274-,755630.4568,2962366.398
274-,755735.8651,2962355.692
274-,755539.0735,2962377.466
299-,755477.4119,962346.2537
274-,755434.6876,2962383.991
274-,755325.3827,2962361.59
451-,755207.3711,2962327.738
213-,755740.3093,2962236.252
274-,755859.3147,2962345.471
274-,755955.6219,2962338.238
643-,756042.2086,962289.8299
274-,756154.0057,962257.4576
274-,756282.3161,962214.025
274-,756401.6407,2962175.596
274-,756502.2901,2962142.817
277-,769035.4563,2959754
276-,769095.8692,2959730.286
645-,769216.4031,2959800.709
645-,768982.31727992 2,59837.73544
276-,769085.2301,2959670.571
281-,761193.43,2964275.35
499-,760998.2401,2964294.53
281-,761119.0098,2964168.96
281-,761006.7499,2964123.43
281-,760885.5999,2964024.81
391-,761169.6502,2964071.16
391-,761165.6899,2963962.1
281-,760827.85,2963824.5
499-,760565.78,2963980.86
281-,760864.7899,2963699.79
105-,761030.8499,2963619.09
281-,760905.5099,2963574.19
281-,760928.69,2963473.83
281-,760954.3701,2963361.91
281-,760988.3001,2963208.87
281-,761013.18,2963102.41
281-,761037.5399,2962995.3
281-,761064.0602,2962877.54
391-,761317.3598,2963005.33
391-,761328.9799,2962899.9
391-,761334.58,2962836.98
412-,761093.0499,2962721.63
412-,761333.9901,2962790.6
283-,762799.4291,2958141.201
283-,762967.0829,2958044.387
457-,762963.4783,2958179.409
457-,762836.0025,2958020.113
457-,762878.1353,2958131.844
538-,763282.499,2957793.636
283-,763371.9191,2957720.899
283-,763035.5615,2957952.138
283-,763119.6866,2957884.65
426-,752873.03913109 2,62869.94985
426-,752875.9889,2962733.824
346-,753060.73823075 2,62728.80511
92-,753086.6263,2962285.745
92-,753190.8932,2962266.38
92-,753315.181,2962300.29
92-,753429.6978,2962330.285
27-,757569.6557,2961964.897
27-,757545.6253,2961877.402
27-,757527.7854,2961811.436
290-,757993.8632,2961723.56
359-,758135.8649,2961782.756
293-,754793.8752,2966119.227
293-,754886.831,2966079.824
293-,754977.0562,966039.4967
349-,754931.5147,2965936.135
293-,755066.3258,2966001.101
293-,755153.09,2965963.182
293-,755244.2037,2965923.929
393-,755208.519,2965864.99
28-,762017.18,2960646.85
141-,761933.6499,2960584.17
141-,762040.9398,2960536.549
484-,762120.7802,2960541.72
484-,762165.5501,2960623.17
304-,767810.9712,2961260.099
418-,767845.8701,961122.6584
304-,768042.1269,2961150.838
304-,768145.9689,2961101.2
304-,768226.5589,2961103.564
304-,768293.7724,2961070.422
628-,768211.1469,2960970.42
304-,768414.3407,2961013.756
304-,768549.6856,2960983.17
304-,768638.8593,2960968.969
304-,769168.8386,2960877.817
276-,769338.1345,2960959.994
304-,769370.4655,2960806.036
276-,769294.2002,960718.8068
304-,769439.0785,2960831.727
304-,769518.9123,2960818.948
304-,769637.3547,2960799.422
667-,769770.109,2960799.585
667-,769729.3338,2960557.886
304-,769856.6653,2960725.924
311-,762171.8903,2958983.063
311-,762027.0464,2959085.97
311-,761891.3692,2959143.851
311-,761793.9809,2959215.82
311-,762387.2822,2958816.812
311-,762473.4245,2958748.167
311-,762533.0539,2958661.884
311-,762628.996,2958624.26
311-,762735.4935,2958538.471
311-,762825.1954,2958427.983
457-,763032.00995484 2,58262.21037
311-,763089.2605,958252.6097
311-,763283.0075,2958105.53
538-,763391.5112,957931.5345
311-,763462.745,2957916.903
311-,763636.0015,2957778.391
311-,763571.937,2957867.401
317-,749148.39041242 2,68489.18598
800-,749293.2576,2968577.457
317-,749115.9016,2968406.576
317-,749085.905,2968332.832
317-,749064.8292,2968278.405
780-,748880.6035,2968256.382
780-,748896.6468,2968179.006
317-,749030.9143,2968193.333
317-,748997.1207,2968109.451
780-,748922.4949,2968074.758
317-,748967.4183,2968035.441
317-,748926.8023,2967939.162
317-,748885.3306,2967832.391
317-,748839.5462,2967721.522
170-,748791.8659,2967699.937
78-,748747.2252,2967777.288
568-,762574.4626,2955123.931
320-,761811.202,2956503.843
320-,761888.5975,2956441.367
320-,761732.2799,2956565.938
322-,760676.5301,2964237.31
322-,760750.3101,2964323.73
322-,760572.76,2964167.77
322-,760458.79987818 2,64089.97989
322-,760332.4901,2964044.05
322-,760186.2794,2964009.878
322-,759883.718,2964025.94
322-,759953.4564,2964022.566
528-,759789.6421,2964032.446
327-,762540.3102,2960462.69
99-,762529.8801,2960599.92
99-,762660.14,2960582.98
463-,762736.1001,2960613.52
327-,762498.51,2960369.02
141-,762289.75,960424.94
141-,762415.8599,2960369.27
327-,762439.9701,960235.13
338-,762433.8196,2960125.841
327-,762371.7901,2960065.35
327-,762315.1498,2959999.51
338-,762524.49,960052.78
338-,762328.2601,2960125.61
125-,762069.0001,2959870.13
125-,762119.4101,2959849.22
327-,762223.9499,2959888.23
327-,762130.1469,2959774.019
327-,762055.09,2959684.467
327-,761943.9406,2959596.542
471-,761882.5369,2959541.007
471-,761952.5718,2959496.182
471-,761803.562,959532.6347
327-,761756.9715,2959364.004
311-,761590.1979,2959346.205
327-,761624.122,2959165.191
327-,761569.3912,2959077.882
283-,761449.9377,2959161.29
327-,761515.3824,2959008.34
327-,761470.4009,2958942.913
411-,761357.0241,2958978.864
730-,755672.9479,2969963.858
730-,755674.3016,2969891.435
340-,755531.5706,2969998.682
577-,755495.7301,2969958.962
577-,755499.6349,2969895.108
341-,757104.7889,968652.6273
471-,757194.6637,2968627.694
341-,757005.7372,2968569.913
345-,757283.8479,962293.9976
92-,757287.2819,2962337.403
92-,757405.9799,2962346.78
345-,757210.6473,2962066.846
356-,755583.7361,2963464.348
643-,755764.2961,2963569.498
356-,755653.1661,2963522.136
359-,757931.3496,2961640.121
360-,757775.24,2961655.708
359-,757834.4127,961554.1831
376-,762200.49,2962342.38
376-,762181.6101,2962230.83
376-,762159.5501,2962102.17
376-,762143.08,2962003.9
376-,762120.9501,2961874.63
43-,761919.1001,2962048.09
113-,761943.96,2961797.05
377-,761255.4633,2958924.276
347-,761202.3778,2958846.435
347-,761129.954,2958888.4
347-,761054.3256,2958932.195
377-,761272.1939,2958777.07
377-,761284.9915,2958669.651
377-,761292.4665,2958604.556
459-,761123.5633,2958663.738
459-,761030.572,2958738.255
459-,761106.188,2958562.815
397-,761519.5819,2958735.125
397-,761530.3177,2958640.266
397-,761537.6068,2958580.972
377-,761303.3691,2958512.58
377-,761357.2275,2958316.374
377-,761344.9103,2958416.714
377-,761363.034,2958253.186
377-,761348.7446,2958119.746
575-,756495.3885,2967052.627
379-,756800.9437,2966895.631
379-,756698.7063,2966916.117
575-,756597.1652,2966816.222
379-,756578.4933,2966941.808
386-,756279.4769,965052.035
522-,756163.273,965009.7326
522-,756097.8831,2965057.139
386-,756108.4506,2964854.118
386-,755994.8239,2964776.232
170-,755838.8734,2964631.05
386-,755800.4263,2964584.468
386-,755489.8082,2964258.832
386-,755597.5179,2964279.506
386-,755399.9747,2964195.421
610-,755353.38,2964344.336
386-,751175.2489,2963327.881
386-,751064.3416,2963350.968
534-,751161.0777,2963195.071
386-,750952.856,2963375.626
386-,750838.6528,2963398.215
386-,750736.2954,2963418.915
386-,750616.5564,2963488.088
386-,750530.1892,2963570.3
386-,750428.7517,2963649.904
386-,750311.1994,2963685.824
386-,750181.308,2963702.189
386-,750059.4683,2963747.172
189-,750027.8522,2963628.531
386-,749968.7214,2963826.395
386-,749675.72236301 2,64001.57816
386-,749768.4679,2963955.095
386-,749661.5429,2963950.427
386-,749894.7288,2963895.293
391-,761213.9001,2964022.07
391-,761113.0801,2963872.36
391-,761136.62,2963745.69
391-,761171.22,2963647.31
391-,761235.4578,2963572.506
105-,761327.9999,2963587.25
391-,761263.9899,2963438
391-,761264.2599,2963303.49
623-,761442.6099,2963313.73
391-,761282.19,2963215.15
623-,761391.28,2963210.6
253-,761449.8199,2963115.03
391-,761352.16,962593.2401
391-,761337.7801,2962516.25
704-,761785.9511,2957344.581
704-,761731.4784,2957350.308
704-,761837.1387,2957266.84
457-,762029.6183,2957082.521
457-,762119.3241,2957135.642
411-,760681.3575,2959297.287
411-,760740.3233,2959270.644
411-,760805.2201,2959240.683
411-,760920.7514,2959189.659
411-,761036.6357,2959137.249
411-,761128.3537,2959091.025
50-,761205.8886,2959189.155
411-,761239.2412,2959041.77
689-,753191.1484,2965237.365
417-,753109.9602,2965169.594
689-,753297.3736,2965189.732
689-,753387.9092,2965145.636
417-,753142.3919,2965048.483
417-,753168.7816,2964944.612
745-,753085.13385126 2,64917.41229
421-,758840.8461,2965760.125
421-,758738.2302,2965790.494
421-,758631.1874,2965798.542
383-,758565.2774,2965735.549
421-,758432.9368,965783.6789
421-,758146.0525,2965689.936
4-,758334.4731,2965667.693
421-,758025.2355,965635.8511
425-,764771.0901,2957029.634
422-,758753.3456,2964020.222
471-,758837.6611,2963981.61
471-,758915.0539,2963976.629
471-,758847.744,2964099.23
422-,758590.5083,2963955.634
422-,758443.5447,2963976.269
422-,758341.0515,2963901.646
426-,752369.5103,2964274.981
426-,752402.5565,2964154.529
426-,752431.9416,2964040.579
426-,752457.3874,2963948.483
426-,752535.2521,2963669.531
386-,752471.0248,2963760.806
386-,752348.3056,963786.5576
426-,752517.0389,2963739.434
287-,752107.2756,2963352.842
424-,751855.9988,2963170.915
287-,752067.0503,963199.797
424-,751777.6899,2963163.936
424-,751807.6344,2963070.241
432-,762277.9396,2959412.738
432-,762342.9641,2959505.1
432-,762393.8019,2959638.726
432-,762458.4504,2959731.282
432-,762527.78,2959826.37
432-,762613.2601,2959947.55
435-,752842.2944,2964809.022
745-,752955.8526,964882.8441
759-,752866.403,2964696.802
759-,752785.1423,2964675.055
435-,752931.3674,2964602.078
435-,752956.7555,2964506.946
783-,752927.2296,2964463.474
783-,752849.9791,2964442.998
435-,752984.3571,2964402.944
437-,765720.6981,2960523.606
437-,765827.2111,2960480.11
437-,765904.8923,2960442.445
717-,765976.8213,2960480.323
737-,765878.0364,2960357.026
717-,766010.6533,960403.9472
437-,766096.91360192 2,60368.37447
734-,766181.4325,2960340.475
734-,766204.5699,960472.3628
800-,749679.7296,2968632.497
800-,749560.7367,2968614.682
800-,749426.509,2968592.194
453-,769693.4651,2959345.292
453-,769713.2587,2959606.65
667-,769554.4657,2959596.253
625-,769875.2774,2959558.591
625-,769896.3853,2959682.484
694-,769526.4848,2959493.249
43-,762018.5966,2962613.976
460-,762154.2299,2962593.73
460-,762276.5699,2962570.99
460-,762387.8,2962554.7
460-,762499.74,2962536
500-,762473.8001,2962597.17
460-,762636.7401,2962542.97
466-,765231.3422,2959606.025
680-,765371.8737,2959612.187
166-,765100.8303,2959680.055
466-,765406.1643,2959445.745
466-,765490.4365,2959369.471
737-,765606.0071,2959368.081
737-,765584.3526,2959282.254
98-,765824.7166,2959249.244
99-,765995.4952,2958849.62
99-,765932.4615,958863.7029
468-,758772.9466,2964949.266
468-,758685.4002,2964899.579
471-,758910.512,2964930.162
477-,757446.4929,2967385.431
477-,757523.436,967345.6725
479-,759092.51,2964044.878
479-,759015.499,2964016.186
479-,759150.2093,2964008.034
479-,759366.6259,2963995.991
479-,759443.1726,963991.1947
481-,755840.569,2968492.929
587-,755817.6438,2968580.523
481-,755863.6683,2968359.793
481-,755872.2339,2968306.249
481-,755893.3451,2968190.879
481-,755905.9701,968118.0985
770-,755784.3591,2968024.188
782-,755869.8271,2967908.12
481-,755941.3434,2967915.331
481-,755920.0816,2968032.465
501-,749597.3101,969176.0819
501-,749743.3928,2969172.702
501-,749863.224,2969134.915
501-,749982.9508,2969097.76
501-,750080.4798,2969067.168
501-,750180.7414,2969035.235
501-,750270.5873,969007.1426
501-,750361.3598,2968977.238
493-,758614.8078,2966326.412
493-,758727.992,2966345.244
493-,758820.0407,2966360.143
493-,758497.0272,2966345.343
493-,758418.4614,2966436.269
684-,758357.8644,2966583.035
684-,758479.8278,2966611.553
499-,761114.3501,2964373.13
122-,760939.94,2964292.41
499-,760850.68,2964178.22
499-,760746.1002,2964091.39
499-,760654.3799,2964055.58
499-,760493.2601,2963920.97
306-,760407.7399,2963849.7
306-,760330.6098,2963968.25
73-,755069.3874,2971373.936
504-,755023.4312,2971291.132
787-,755218.9108,2971419.613
510-,765241.7798,2961161.297
510-,764478.2948,959434.749
338-,764388.9105,2959227.753
510-,764416.0472,959313.4908
510-,764205.3777,2958900.49
510-,764159.9421,2958810.3
510-,764120.8195,2958734.147
658-,764302.0012,2958781.731
510-,764070.3652,2958633.386
510-,764032.1812,2958558.22
36-,763866.5385,2958436.097
36-,763747.8743,2958484.164
774-,748893.759,2968819.826
774-,749020.331,2968785.057
774-,749139.7704,2968806.862
774-,748999.187,968868.4608
774-,748816.6877,2968780.24
774-,748737.1672,2968742.467
514-,756408.2417,2969500.061
471-,756412.9369,2969558.918
471-,756482.3856,2969476.732
471-,756482.7179,2969591.656
471-,756543.4658,2969520.188
514-,756356.3553,2969458.047
514-,756268.199,2969383.996
520-,764528.5657,2961602.001
519-,764372.545,961644.4215
158-,764637.9123,2961643.513
520-,764509.0569,2961485.775
158-,764707.5368,2961574.904
520-,764547.9803,2961714.496
535-,756729.4569,2963752.055
535-,756814.1408,2963801.914
170-,756932.6084,2963753.276
535-,756628.154,2963708.449
535-,756563.8887,2963679.155
535-,756476.2143,2963638.332
350-,756496.8383,2963738.301
350-,756417.7827,2963761.962
471-,757412.035,2968296.227
471-,757490.9744,2968274.74
471-,757537.5462,2968335.622
486-,757590.9434,2968290.89
471-,757547.9245,2968206.629
541-,757392.9356,2968256.118
541-,757363.2559,2968172.614
541-,757339.3258,2968100.593
541-,757301.3233,2967995.54
542-,757266.5284,2967770.336
541-,757171.1815,2967782.85
541-,757109.7508,2967681.845
541-,757022.4783,2967600.496
541-,756902.6443,2967480.36
341-,756769.7229,2967520.739
541-,756646.4394,967506.0023
541-,756524.2664,967529.6941
541-,756425.8135,2967548.321
752-,756320.6979,2967701.427
548-,764789.2994,2958260.448
548-,764762.3461,2958162.012
223-,764902.4426,2958112.257
548-,764721.837,958019.159
548-,764884.4948,2958510.771
548-,764913.3572,2958618.255
550-,761523.2948,2957336.701
605-,761347.573,2957284.383
550-,761465.1643,2957271.342
550-,761422.9728,2957220.472
550-,761364.7623,2957153.876
247-,761240.5769,2957169.968
17-,761120.8163,2957092.981
247-,761420.7228,2957022.479
550-,761596.5177,2957374.676
550-,761723.2429,957522.7066
550-,761659.6088,2957446.699
561-,765865.209,2959548.346
561-,765934.4041,2959565.188
561-,766049.4183,2959592.878
717-,766138.6258,2959649.553
564-,759175.0853,2965353.28
564-,759445.6953,2965332.831
564-,759531.347,2965329.445
564-,759653.1456,965318.8498
564-,759769.4555,2965307.884
564-,760043.9064,2965295.028
564-,759966.9498,2965291.537
528-,759868.0386,2965289.567
585-,756550.2204,2967191.653
575-,756441.4638,2967177.522
575-,756643.3879,2966704.967
575-,756681.2835,966617.7291
575-,756725.7316,2966513.489
697-,756868.121,2966433.516
697-,756775.3597,2966391.196
575-,756821.7694,2966295.457
575-,756871.4137,2966183.274
575-,756929.0205,2966053.759
684-,756980.3738,2966028.862
684-,757064.723,2966066.689
575-,756974.0152,2965952.406
575-,757086.6724,2965697.531
575-,757133.9161,2965593.751
386-,757015.8192,2965611.343
575-,757176.3068,2965499.114
575-,757206.0606,2965435.141
575-,757270.2196,2965358.277
575-,757313.5201,2965258.538
575-,757337.6378,2965204.481
49-,757456.1094,2965220.176
575-,757364.059,2965147.373
577-,755503.0873,2969794.197
577-,755561.2096,2968939.398
577-,755562.4117,2968875.062
577-,755565.579,968780.7011
577-,755568.3264,2968671.434
579-,758346.3714,2967457.097
579-,758274.8548,2967340.121
583-,756608.6757,2969234.271
583-,756570.9107,2969204.43
583-,756474.6983,2969125.633
585-,756664.2793,2967168.465
585-,756731.4113,2967154.469
585-,756845.171,2967130.806
585-,756970.25665842 2,67104.37314
585-,757716.7945,2966915.596
585-,757837.6768,2966888.787
585-,757961.3666,2966861.007
108-,757620.4719,2966833.072
585-,757629.2209,2966936.38
585-,757524.8094,966961.1247
697-,757440.403,2966966.556
585-,757427.00410451 2,67008.39925
585-,757339.772,2967026.643
585-,757215.58,2967052.772
585-,757089.1504,2967078.407
601-,760261.131,2958177.862
412-,761973.35,2962935.18
43-,762070.4699,2962914.88
43-,762049.5998,2962794.16
43-,762034.26,2962711.69
236-,761852.8499,2962650.27
43-,761957.77,2962278.51
43-,761936.0499,2962162.76
471-,757741.3024,2968093.957
611-,757867.1958,2968127.064
611-,757943.9768,2968196.66
613-,760595.6001295 29,4710.100037
613-,760702.7298,2964767.17
184-,760448.3399,2964797.86
613-,760472.25,964685.3799
613-,760298.5299,2964684.82
613-,760183.9189,2964684.651
613-,760074.3682,2964684.759
613-,759954.7756,2964685.148
528-,759848.4576,2964790.095
614-,759664.5003,2964785.888
614-,759663.6355,2964691.39
613-,759771.6858,2964686.155
613-,759606.3357,2964657.17
528-,759873.8007,2964648.271
613-,759480.6959,2964656.061
613-,759387.2902,2964658.156
613-,759258.8466,2964687.39
613-,759126.9213,2964687.778
613-,759032.1492,2964687.924
620-,754666.5641,2965056.568
620-,754743.5902,2965012.021
310-,754515.3101,2964966.386
620-,754855.7615,2964942.576
697-,754930.2932,2964964.399
697-,754858.7005,964877.5144
620-,755009.4085,2964811.76
620-,755093.2486,2964759.825
621-,764691.71,2957905.902
621-,764815.7315,2957896.469
276-,769377.9405,2961192.353
276-,769253.198,2960453.847
526-,769189.3625,2960350.491
668-,769156.6385,2960100.785
276-,769125.9732,2959908.124
276-,769144.5591,2960018.21
276-,769188.3697,2960287.704
276-,769285.5083,960639.5934
276-,769177.4429,960222.7366
623-,761808.81,2963757.88
623-,761555.3499,2963483.45
105-,761427.71,2963604.23
168-,764027.6743,2959629.207
168-,764084.2365,2959737.378
168-,763978.0028,2959534.605
625-,770073.923,2960580.658
304-,770093.9069,2960685.247
625-,769981.2208,2959965.059
625-,769962.0184,2959844.624
625-,769942.8413,2959732.203
625-,769837.6017,2959330.477
625-,769805.337,2959140.35
130-,769680.8454,2959250.844
130-,769893.1052,2959215.751
130-,769977.8763,2959200.921
293-,757496.4042,2963763.55
629-,757585.3483,2963819.901
629-,757711.0527,2963893.64
632-,755356.8826,2968564.563
632-,755359.1962,2968487.069
632-,755372.9121,2968156.135
632-,755376.0466,2968084.331
632-,755382.1798,2967947.155
632-,755390.5554,2967805.636
632-,755391.5315,2967739.634
541-,755505.1907,2967754.675
541-,755585.6367,2967737.46
632-,755423.6603,2966975.267
632-,755437.6957,2966849.693
632-,755484.1566,2966740.582
632-,755572.9032,2966568.201
632-,755532.2622,2966647.689
632-,755629.5566,2966456.483
632-,755776.534,2966167.919
632-,755831.9469,2966058.596
697-,755841.4525,2965932.203
697-,755903.4297,2965964.325
632-,755922.4969,2965880.147
697-,755996.1599,2966010.448
645-,770037.7243,2959661.124
645-,770184.4809,2959636.974
645-,770286.2422,2959620.551
645-,769762.1618,2959707.261
645-,769657.0495,2959725.027
667-,769592.0526,2959735.514
645-,769446.7986,2959762.768
667-,769573.1432,2959838.574
645-,769335.0827,2959781.489
645-,768496.1952,959843.7981
364-,756420.0589,2968566.926
364-,756397.6574,2968494.85
364-,756457.7452,2968612.335
616-,763335.5773,2959280.756
616-,763432.3038,2959230.225
37-,763230.8035,2959211.282
616-,763528.0145,2959180.174
567-,763629.1154,2959218.373
651-,764995.5693,957395.3853
651-,765124.1085,2957415.784
737-,765142.5986,2957290.673
651-,764858.2488,2957408.575
412-,760750.7101,2962580.55
412-,760857.4799,2962653.11
412-,760983.2001,2962647.6
660-,760916.7701,2962573.17
660-,760906.4,2962511.51
660-,760851.1501,2962172.81
392-,761104.4101,2962198.6
662-,757857.6778,2967514.128
190-,750183.9284,962350.8105
189-,750266.4561,2962369.767
190-,750062.5858,2962327.387
667-,769786.168,2960899.592
667-,769662.3983,2960381.738
526-,769621.8301,2960277.679
667-,769623.9584,960146.9582
667-,769425.4867,2959400.631
667-,769360.058,2959307.207
130-,769403.3092,2959300.178
667-,769329.375,2959261.49
672-,765225.231,2961645.581
672-,765167.2042,2961535.113
672-,765114.2099,2961432.482
673-,761650.5101,2962483.69
673-,761635.9501,962397.0499
673-,761614.6699,2962280.21
673-,761593.7894,962159.4414
762-,761759.25003317 2,62142.17998
673-,761571.4601,2962039.8
113-,761505.2,2961918.64
113-,761620.02,2961899.56
113-,761405.44,2961888.31
99-,761312.8001,2961293.69
673-,761301.81,2961184.62
673-,761255.42,2961092.33
673-,761219.8899,2961016.72
99-,761436.9,2961176.31
674-,761016.5799,2960998.74
674-,761139.3645,2960937.155
673-,761157.5501,2960891.74
673-,761112.8999,2960801.63
673-,761061.8899,2960695.99
338-,760926.8701,960675.1101
471-,758939.4998,2966734.982
684-,758837.8796,2966667.352
684-,758584.7718,2966626.555
585-,758465.0398,2966691.779
684-,758262.7127,2966545.337
684-,758165.8609,2966509.664
684-,758036.5186,2966462.451
702-,758083.0435,2966360.134
684-,757917.9467,2966413.604
108-,757729.6524,2966445.264
684-,757825.1057,2966378.75
684-,757715.4642,2966339.561
684-,757566.3358,2966322.209
684-,757483.17820476 2,66291.13624
684-,757339.4984,2966188.431
684-,757250.8332,2966149.771
684-,757160.6795,2966109.16
684-,756832.3974,2965988.353
684-,756735.5442,2965933.386
684-,756638.2265,2965875.71
685-,762118.0699,2957387.711
685-,762046.9571,2957443.96
560-,766858.2051,2959712.31
560-,766924.3473,2959774.053
808-,766961.3154,2959805.312
808-,767040.2054,2959744.656
65-,766532.4282,2959742.529
687-,766788.0713,2959710.65
687-,766725.7595,2959737.021
687-,766643.0601,2959772.481
689-,753481.1245,2965100.946
650-,753507.1481,2965031.021
689-,753569.4291,2965061.562
650-,753528.0995,2964951.632
689-,753679.7744,2965028.221
689-,753792.2643,2965002.297
689-,753918.0846,2964974.342
690-,762711.5949,2954580.381
690-,762504.0875,2954440.609
690-,762605.688,2954513.889
690-,762398.4984,2954370.516
696-,768501.5256,2957132.762
697-,757879.5655,2967794.327
697-,757843.0722,2967724.703
697-,757806.776,2967656.787
697-,757759.7282,2967563.941
697-,757690.4632,2967432.159
697-,757644.4236,2967344.665
697-,757602.5789,2967266.323
697-,757567.6141,2967201.554
697-,757491.0443,2967058.21
697-,757387.7886,2966861.334
697-,757383.0439,2966773.397
492-,757438.1734,2966631.813
697-,757265.8817,2966651.775
379-,757264.1731,2966766.792
697-,757190.6988,2966568.483
693-,757223.4061,2966511.816
697-,757082.1541,2966524.159
697-,756984.5161,2966481.231
729-,757046.1617,2966421.018
697-,756655.2832,2966333.248
697-,756543.9619,2966278.893
697-,756426.0396,2966220.413
697-,756272.2971,2966144.399
506-,756290.6868,2966050.884
697-,756190.2277,2966104.078
697-,756109.805,2966064.604
442-,757611.7101,2964818.876
442-,757485.5847,2964782.077
698-,757635.8715,2964763.521
698-,757694.7568,2964669.487
698-,757766.158,2964555.738
698-,757813.6989,2964479.612
555-,767305.8948,2961425.717
555-,767428.6337,2961404.53
705-,767476.4197,2961267.487
705-,767492.1884,2961364.159
399-,767349.5699,2961194.815
465-,767282.9624,2961126.738
399-,767269.1176,2961208.107
465-,767271.6124,2961062.055
705-,767459.9056,961173.9637
465-,767257.5704,2960968.658
560-,767322.2104,2960824.892
705-,767420.1783,2960951.268
705-,767434.7544,2961036.745
707-,756037.8022,2971128.392
707-,755962.7272,2971029.183
707-,755890.7365,2970938.959
708-,755983.8078,2970900.282
754-,755928.638,2970839.472
707-,755834.7087,2970872.251
707-,755757.908,2970778.296
707-,755685.3157,970688.6711
707-,755649.5874,970646.0609
471-,755556.8786,2970648.309
